Node 1	Node 2	Truss
# Nodes:3674 Edges:14317
988         	1570        	2           
988         	2984        	2           
988         	3386        	2           
988         	3240        	4           
988         	3559        	3           
988         	1211        	3           
988         	2321        	3           
988         	1968        	3           
988         	2601        	2           
988         	1930        	2           
988         	1507        	3           
3555        	1793        	3           
3555        	2664        	3           
3555        	1507        	2           
1005        	2506        	2           
1005        	1507        	2           
360         	1144        	2           
1144        	176         	4           
1144        	200         	6           
1144        	1905        	6           
1144        	3189        	6           
1144        	1851        	6           
1144        	1466        	6           
1144        	3190        	2           
1144        	1758        	2           
1144        	2292        	6           
1144        	3001        	6           
1144        	3355        	2           
1144        	2325        	2           
1144        	2781        	5           
1144        	18          	5           
1144        	2852        	4           
1144        	1115        	8           
1144        	360         	2           
1218        	2357        	3           
1218        	1118        	3           
1218        	2576        	2           
1218        	1360        	2           
1218        	1787        	2           
1309        	739         	2           
502         	2788        	2           
502         	2270        	2           
2270        	2580        	2           
2270        	502         	2           
1568        	3294        	2           
1568        	3453        	2           
1568        	1097        	2           
1568        	3578        	2           
3578        	2945        	2           
3578        	1840        	2           
3578        	1509        	2           
3578        	3106        	2           
3578        	112         	2           
3578        	287         	2           
3578        	251         	2           
3578        	3313        	2           
3578        	1568        	2           
3           	2657        	2           
3           	2538        	2           
1635        	41          	2           
1635        	1381        	2           
1635        	2538        	2           
3372        	636         	2           
3372        	3036        	2           
3372        	3141        	2           
3372        	2064        	3           
3372        	2866        	3           
3372        	1641        	2           
3372        	2659        	2           
3372        	1120        	2           
3372        	2538        	3           
1287        	1560        	2           
1287        	1957        	2           
1287        	2210        	3           
1287        	3048        	2           
1287        	3267        	3           
1287        	1106        	4           
1287        	288         	2           
1287        	1114        	2           
1287        	1921        	2           
1287        	79          	3           
1287        	86          	2           
1287        	1752        	3           
1287        	1008        	3           
1287        	807         	2           
1287        	1672        	2           
1287        	3566        	5           
1287        	2202        	3           
1287        	2470        	2           
1287        	18          	3           
1287        	3161        	2           
1287        	2321        	4           
1287        	2538        	3           
1829        	3585        	2           
1829        	3542        	2           
1829        	1359        	2           
1829        	1631        	2           
1829        	74          	2           
1829        	1797        	2           
1829        	1261        	2           
1829        	298         	2           
1829        	284         	2           
1829        	3368        	2           
1829        	18          	2           
1829        	428         	2           
1829        	2538        	2           
330         	2992        	2           
330         	2538        	2           
266         	1094        	2           
266         	2313        	3           
266         	3112        	2           
266         	1217        	2           
266         	2446        	2           
266         	2486        	2           
266         	1221        	2           
266         	1238        	2           
266         	3165        	2           
266         	2538        	3           
87          	3297        	2           
87          	2538        	2           
2305        	2538        	2           
2613        	2538        	2           
2986        	251         	2           
2986        	2538        	2           
2094        	2538        	2           
2230        	727         	3           
2230        	1412        	3           
2230        	2538        	2           
1883        	1612        	2           
1883        	2538        	2           
2637        	3301        	2           
2637        	1276        	2           
2637        	383         	2           
2637        	2046        	2           
2637        	3168        	2           
2637        	962         	2           
2637        	2538        	2           
1611        	2563        	3           
1611        	1927        	2           
1611        	1511        	2           
1611        	2763        	3           
2763        	2563        	3           
2763        	1611        	3           
1511        	1611        	2           
3349        	2989        	2           
3349        	3370        	2           
3349        	166         	2           
3349        	1390        	2           
3349        	2081        	2           
3349        	2552        	2           
2081        	1292        	2           
2081        	3349        	2           
1390        	2895        	2           
1390        	2247        	2           
1390        	541         	2           
1390        	3349        	2           
166         	1698        	3           
166         	2651        	2           
166         	2332        	2           
166         	74          	3           
166         	807         	2           
166         	1834        	2           
166         	2760        	3           
166         	3349        	2           
3139        	2275        	2           
3139        	1780        	2           
2935        	1780        	2           
3323        	2446        	2           
3323        	1758        	3           
3323        	2982        	3           
3323        	3307        	2           
3323        	1780        	2           
460         	3326        	2           
460         	765         	2           
460         	3057        	2           
1671        	3283        	2           
1671        	1504        	2           
237         	3420        	2           
237         	3311        	2           
237         	688         	2           
237         	1105        	2           
688         	2313        	2           
688         	652         	2           
688         	316         	2           
688         	237         	2           
711         	2870        	2           
3186        	2066        	2           
3186        	804         	2           
3186        	2861        	2           
3117        	2851        	3           
3117        	464         	3           
3117        	3529        	2           
3117        	3084        	5           
3117        	1636        	3           
3117        	1749        	3           
3117        	1207        	4           
3117        	2223        	2           
3117        	3121        	2           
3117        	750         	3           
3117        	1535        	3           
3117        	1001        	2           
3117        	930         	3           
3117        	1862        	3           
3117        	2047        	2           
3117        	260         	3           
1749        	2851        	3           
1749        	1753        	2           
1749        	1804        	3           
1749        	3084        	3           
1749        	1207        	3           
1749        	3533        	3           
1749        	915         	3           
1749        	2787        	2           
1749        	1862        	6           
1749        	2173        	3           
1749        	1535        	3           
1749        	2764        	2           
1749        	3117        	3           
2838        	1405        	3           
2838        	1758        	3           
2838        	561         	3           
2838        	2440        	3           
2838        	1260        	2           
2838        	2616        	3           
2440        	561         	3           
2440        	2265        	2           
2440        	1024        	3           
2440        	193         	2           
2440        	3292        	2           
2440        	2616        	3           
2440        	2838        	3           
561         	2264        	2           
561         	1693        	2           
561         	1024        	3           
561         	2440        	3           
561         	2616        	3           
561         	873         	3           
561         	2838        	3           
3360        	2051        	2           
3360        	592         	2           
3360        	3355        	2           
3360        	873         	2           
857         	774         	2           
857         	739         	2           
857         	2490        	2           
2490        	857         	2           
1929        	1099        	2           
1929        	142         	2           
1138        	2866        	2           
1138        	142         	2           
834         	3219        	2           
834         	142         	2           
559         	267         	2           
559         	1430        	2           
559         	2969        	2           
559         	3588        	2           
559         	856         	2           
559         	2461        	2           
559         	1001        	2           
856         	1297        	2           
856         	3171        	2           
856         	559         	2           
3588        	559         	2           
2969        	366         	2           
2969        	559         	2           
1430        	1797        	2           
1430        	1081        	2           
1430        	1260        	2           
1430        	1529        	2           
1430        	559         	2           
267         	559         	2           
244         	1612        	2           
244         	719         	3           
244         	2898        	2           
244         	3452        	3           
244         	2608        	2           
244         	55          	3           
244         	1991        	2           
244         	2563        	5           
244         	1185        	2           
244         	2446        	2           
244         	3280        	2           
244         	1758        	2           
244         	1347        	2           
244         	520         	2           
244         	2325        	2           
244         	18          	2           
244         	2321        	2           
244         	3525        	2           
1991        	3444        	2           
1991        	2759        	2           
1991        	2898        	3           
1991        	1001        	2           
1991        	3525        	2           
1991        	2199        	3           
1991        	2563        	3           
1991        	2167        	2           
1991        	3486        	2           
1991        	1347        	3           
1991        	2962        	4           
1991        	3240        	2           
1991        	1084        	2           
1991        	244         	2           
365         	2760        	2           
365         	3571        	2           
2141        	3125        	3           
2141        	2313        	3           
2141        	293         	2           
2141        	1199        	3           
2141        	2470        	2           
642         	262         	3           
642         	84          	3           
642         	118         	3           
642         	2461        	2           
642         	1931        	2           
642         	444         	3           
845         	3112        	2           
845         	3014        	3           
845         	2304        	4           
845         	394         	4           
845         	3505        	4           
845         	1018        	4           
845         	1164        	2           
845         	2182        	2           
845         	1001        	3           
845         	2325        	3           
845         	2321        	2           
845         	9           	2           
845         	3619        	3           
2182        	2511        	2           
2182        	2752        	2           
2182        	845         	2           
1164        	845         	2           
2936        	792         	2           
2936        	1271        	2           
1172        	649         	2           
1172        	2757        	2           
1172        	1060        	2           
1172        	1080        	3           
1172        	2944        	2           
1172        	1841        	3           
1172        	3631        	2           
1172        	2313        	3           
1172        	1199        	3           
1172        	1858        	2           
1172        	899         	2           
1172        	3219        	2           
1172        	1575        	2           
1172        	1118        	2           
1172        	3020        	2           
1172        	159         	3           
1172        	72          	3           
1172        	705         	2           
1172        	2982        	3           
1172        	1378        	2           
1172        	2621        	2           
1172        	2925        	2           
1172        	1260        	3           
1172        	2290        	2           
1172        	3161        	2           
1172        	1760        	2           
1172        	3307        	2           
1172        	3490        	2           
1172        	1158        	3           
2290        	1172        	2           
2925        	1172        	2           
2621        	2463        	2           
2621        	771         	2           
2621        	899         	2           
2621        	72          	2           
2621        	3122        	2           
2621        	1172        	2           
1575        	1172        	2           
726         	1976        	2           
726         	436         	2           
726         	478         	2           
726         	2901        	2           
355         	3298        	2           
355         	1070        	2           
355         	3444        	2           
355         	1548        	2           
355         	2325        	2           
1548        	355         	2           
3292        	1355        	2           
3292        	2020        	2           
3292        	2933        	2           
3292        	973         	2           
3292        	1849        	3           
3292        	2441        	2           
3292        	1084        	2           
3292        	2580        	2           
3292        	3444        	3           
3292        	2440        	2           
3292        	2616        	2           
1989        	2616        	2           
541         	1950        	2           
541         	2706        	2           
541         	2219        	2           
541         	920         	2           
541         	1390        	2           
541         	332         	2           
541         	710         	2           
541         	3228        	2           
541         	1623        	3           
541         	2011        	2           
541         	3260        	2           
541         	675         	2           
541         	1772        	2           
541         	2428        	3           
541         	2584        	2           
541         	2478        	2           
541         	2518        	3           
2478        	1360        	2           
2478        	541         	2           
2584        	1120        	2           
2584        	1645        	3           
2584        	296         	2           
2584        	3256        	2           
2584        	3645        	2           
2584        	2651        	3           
2584        	1008        	2           
2584        	593         	2           
2584        	1270        	2           
2584        	74          	3           
2584        	3050        	2           
2584        	2689        	2           
2584        	625         	2           
2584        	3602        	2           
2584        	3438        	3           
2584        	2144        	2           
2584        	212         	2           
2584        	1613        	2           
2584        	541         	2           
3260        	3566        	2           
3260        	2234        	2           
3260        	193         	2           
3260        	541         	2           
3228        	1623        	3           
3228        	1271        	2           
3228        	2428        	3           
3228        	541         	2           
710         	556         	2           
710         	792         	2           
710         	541         	2           
332         	2847        	2           
332         	3516        	2           
332         	863         	2           
332         	2971        	2           
332         	1758        	2           
332         	1848        	2           
332         	2103        	2           
332         	2888        	2           
332         	541         	2           
920         	2517        	2           
920         	387         	2           
920         	541         	2           
5           	2313        	3           
5           	259         	3           
5           	692         	3           
5           	1515        	2           
473         	2762        	2           
2762        	37          	2           
2762        	473         	2           
2797        	1500        	3           
2797        	1799        	2           
2797        	2286        	2           
2797        	2898        	2           
2797        	1347        	2           
2797        	193         	3           
2797        	2126        	2           
2286        	2797        	2           
479         	1677        	2           
3667        	2831        	2           
1196        	3605        	3           
1196        	3458        	3           
1196        	2831        	2           
2619        	225         	2           
225         	987         	2           
225         	644         	2           
225         	648         	2           
225         	2619        	2           
3641        	295         	2           
3641        	387         	2           
3641        	2253        	2           
3641        	1490        	2           
3641        	868         	2           
3641        	1878        	2           
3641        	1370        	2           
3641        	827         	2           
3641        	1001        	2           
3641        	1509        	2           
3641        	1769        	2           
3641        	2834        	2           
3641        	676         	2           
470         	2522        	2           
470         	1065        	2           
470         	1830        	2           
470         	3063        	2           
470         	1092        	2           
470         	375         	2           
470         	1068        	2           
470         	928         	2           
470         	1330        	2           
470         	1344        	2           
470         	1118        	2           
470         	676         	2           
2454        	2169        	2           
2454        	1084        	2           
2454        	676         	2           
1021        	3305        	2           
1021        	676         	2           
2760        	166         	3           
2760        	1118        	3           
2760        	3491        	3           
2760        	1698        	3           
2760        	3046        	2           
2760        	2541        	2           
2760        	1927        	3           
2760        	3631        	2           
2760        	3536        	2           
2760        	2313        	3           
2760        	74          	2           
2760        	1801        	2           
2760        	3300        	2           
2760        	3463        	3           
2760        	365         	2           
2760        	2206        	3           
2760        	1378        	2           
2760        	1476        	2           
2760        	697         	2           
2760        	2470        	3           
2760        	2538        	2           
2760        	143         	2           
2760        	3009        	2           
2760        	1003        	2           
3009        	2596        	2           
3009        	520         	2           
3009        	2760        	2           
1476        	2760        	2           
1801        	2371        	2           
1801        	2760        	2           
3536        	2760        	2           
2541        	3397        	3           
2541        	863         	2           
2541        	3481        	2           
2541        	3630        	2           
2541        	3125        	3           
2541        	205         	2           
2541        	2140        	3           
2541        	717         	2           
2541        	1199        	3           
2541        	496         	2           
2541        	184         	2           
2541        	3595        	2           
2541        	712         	2           
2541        	2313        	3           
2541        	462         	2           
2541        	2760        	2           
3046        	2111        	2           
3046        	2633        	3           
3046        	2265        	2           
3046        	1001        	2           
3046        	887         	3           
3046        	1352        	2           
3046        	1337        	2           
3046        	2760        	2           
464         	2561        	3           
464         	2572        	5           
464         	1207        	3           
464         	2715        	3           
464         	796         	3           
464         	1350        	5           
464         	3117        	3           
464         	3649        	5           
464         	3501        	5           
464         	85          	2           
464         	916         	2           
464         	2870        	2           
464         	788         	2           
464         	1041        	2           
464         	3373        	3           
464         	816         	2           
464         	694         	2           
464         	3190        	2           
464         	2325        	2           
3190        	3301        	4           
3190        	2887        	2           
3190        	1008        	3           
3190        	593         	2           
3190        	1758        	3           
3190        	1238        	3           
3190        	452         	2           
3190        	2325        	4           
3190        	2321        	4           
3190        	594         	2           
3190        	3240        	2           
3190        	1144        	2           
3190        	464         	2           
1041        	3566        	2           
1041        	464         	2           
2810        	1008        	2           
2810        	860         	2           
860         	2582        	2           
860         	3380        	2           
860         	3317        	2           
860         	2810        	2           
2853        	1462        	2           
2853        	838         	2           
2853        	3181        	2           
2853        	63          	2           
2853        	3554        	2           
2853        	2569        	2           
2853        	1038        	2           
2853        	2563        	3           
2853        	1323        	2           
2853        	1001        	3           
2853        	639         	2           
1323        	2853        	2           
2569        	2853        	2           
3554        	3356        	2           
3554        	850         	2           
3554        	3291        	2           
3554        	2716        	2           
3554        	2853        	2           
63          	1142        	2           
63          	1342        	5           
63          	2561        	4           
63          	3373        	4           
63          	359         	4           
63          	750         	5           
63          	2422        	5           
63          	637         	4           
63          	629         	5           
63          	3071        	3           
63          	1311        	5           
63          	2707        	4           
63          	2836        	5           
63          	2853        	2           
3181        	2853        	2           
838         	3142        	2           
838         	2313        	2           
838         	2853        	2           
1314        	3059        	2           
1314        	3022        	2           
1314        	648         	2           
1314        	1546        	2           
1314        	1001        	2           
1314        	3619        	2           
1440        	2570        	2           
1440        	2351        	2           
1440        	128         	2           
1440        	1940        	2           
1440        	2591        	2           
1440        	2940        	2           
1440        	116         	2           
1440        	1003        	2           
1440        	1227        	2           
116         	1440        	2           
2591        	1238        	2           
2591        	3079        	3           
2591        	1753        	3           
2591        	3082        	3           
2591        	79          	2           
2591        	3378        	3           
2591        	819         	3           
2591        	3091        	3           
2591        	1440        	2           
128         	1440        	2           
2351        	1670        	2           
2351        	1440        	2           
2751        	1770        	2           
2751        	2313        	2           
2751        	2563        	3           
2751        	2861        	2           
2751        	18          	2           
2751        	2321        	3           
1770        	2819        	2           
1770        	3135        	3           
1770        	1199        	2           
1770        	259         	2           
1770        	1407        	2           
1770        	1878        	3           
1770        	3219        	2           
1770        	3427        	2           
1770        	1006        	2           
1770        	284         	2           
1770        	1561        	3           
1770        	3665        	2           
1770        	1001        	2           
1770        	2240        	2           
1770        	3307        	2           
1770        	1158        	2           
1770        	1601        	2           
1770        	3526        	3           
1770        	1381        	2           
1770        	2051        	3           
1770        	3237        	3           
1770        	2751        	2           
3317        	3634        	2           
3317        	963         	2           
3317        	3468        	3           
3317        	2531        	4           
3317        	2079        	4           
3317        	1030        	4           
3317        	2451        	4           
3317        	3020        	2           
3317        	1433        	2           
3317        	2218        	4           
3317        	3245        	2           
3317        	860         	2           
3245        	2014        	2           
3245        	3317        	2           
2218        	3468        	3           
2218        	621         	2           
2218        	2531        	4           
2218        	2079        	4           
2218        	2257        	2           
2218        	1030        	4           
2218        	2451        	4           
2218        	3172        	3           
2218        	1974        	2           
2218        	683         	2           
2218        	321         	2           
2218        	3317        	4           
1433        	3356        	2           
1433        	3317        	2           
2451        	2079        	4           
2451        	2531        	4           
2451        	1030        	4           
2451        	2218        	4           
2451        	3317        	4           
2079        	2451        	4           
2079        	2531        	4           
2079        	678         	2           
2079        	1030        	4           
2079        	2218        	4           
2079        	3317        	4           
2531        	2602        	2           
2531        	1960        	2           
2531        	2079        	4           
2531        	2604        	2           
2531        	2642        	2           
2531        	2832        	2           
2531        	1397        	2           
2531        	2451        	4           
2531        	1421        	2           
2531        	367         	2           
2531        	1030        	4           
2531        	3468        	2           
2531        	2218        	4           
2531        	3317        	4           
1066        	2742        	3           
1066        	3341        	4           
1066        	1665        	4           
1066        	2458        	4           
1066        	1485        	3           
2458        	3341        	4           
2458        	1665        	4           
2458        	1066        	4           
3341        	2742        	3           
3341        	1758        	2           
3341        	2458        	4           
3341        	873         	2           
3341        	1665        	4           
3341        	1066        	4           
2742        	3341        	3           
2742        	1066        	3           
2266        	2255        	2           
2266        	45          	2           
2266        	704         	2           
2266        	1784        	2           
2266        	1075        	2           
2266        	2334        	2           
2266        	3332        	2           
2266        	3220        	2           
3220        	2122        	2           
3220        	3127        	2           
3220        	2266        	2           
3332        	3216        	2           
3332        	3219        	2           
3332        	2266        	2           
2334        	1672        	2           
2334        	2266        	2           
1075        	1541        	2           
1075        	3414        	2           
1075        	7           	2           
1075        	1624        	2           
1075        	3033        	2           
1075        	3083        	2           
1075        	1077        	2           
1075        	3237        	2           
1075        	3436        	2           
1075        	404         	2           
1075        	1070        	2           
1075        	2266        	2           
1784        	2756        	2           
1784        	2266        	2           
704         	2266        	2           
3473        	3042        	2           
3473        	3494        	2           
3473        	2754        	2           
3473        	448         	2           
3473        	2573        	2           
3473        	40          	3           
3473        	1234        	3           
3473        	520         	2           
3473        	2381        	2           
3473        	3279        	3           
3473        	2037        	2           
3473        	2852        	2           
2037        	3473        	2           
3279        	40          	3           
3279        	1687        	3           
3279        	2766        	2           
3279        	3432        	2           
3279        	1934        	3           
3279        	3473        	3           
1234        	1687        	4           
1234        	40          	4           
1234        	1758        	2           
1234        	700         	3           
1234        	1529        	2           
1234        	1814        	4           
1234        	1934        	4           
1234        	2603        	2           
1234        	3473        	3           
40          	3279        	3           
40          	911         	2           
40          	2415        	2           
40          	1687        	4           
40          	700         	3           
40          	1814        	4           
40          	1234        	4           
40          	1934        	4           
40          	3473        	3           
448         	969         	2           
448         	2325        	2           
448         	1800        	2           
448         	2891        	3           
448         	3430        	2           
448         	963         	3           
448         	1797        	3           
448         	635         	2           
448         	3023        	2           
448         	3473        	2           
3494        	1772        	2           
3494        	3473        	2           
1188        	3421        	3           
1188        	3089        	2           
1188        	2688        	2           
1188        	454         	4           
1188        	2866        	3           
1188        	174         	2           
1188        	1118        	3           
1188        	2468        	2           
1188        	2463        	2           
1188        	2384        	4           
272         	2264        	2           
272         	251         	2           
272         	989         	2           
272         	2384        	2           
3556        	296         	3           
3556        	2675        	2           
3556        	713         	3           
3556        	694         	2           
3556        	3507        	2           
3556        	2634        	2           
3556        	2263        	2           
3556        	174         	3           
3556        	2384        	3           
1981        	245         	2           
1115        	1851        	6           
1115        	2794        	2           
1115        	1505        	5           
1115        	2870        	2           
1115        	200         	6           
1115        	356         	2           
1115        	1905        	6           
1115        	3189        	6           
1115        	723         	3           
1115        	1816        	2           
1115        	3566        	3           
1115        	1466        	6           
1115        	2101        	2           
1115        	1758        	2           
1115        	2644        	4           
1115        	2292        	6           
1115        	3001        	6           
1115        	1144        	8           
1115        	2325        	2           
1115        	2781        	5           
1115        	18          	2           
1115        	2852        	4           
2781        	176         	3           
2781        	1505        	4           
2781        	1905        	5           
2781        	1851        	5           
2781        	2292        	5           
2781        	3001        	5           
2781        	1144        	5           
2781        	1115        	5           
2292        	2847        	2           
2292        	2968        	2           
2292        	1505        	5           
2292        	200         	7           
2292        	2651        	3           
2292        	1905        	6           
2292        	3189        	6           
2292        	723         	3           
2292        	1816        	2           
2292        	74          	3           
2292        	3566        	3           
2292        	1851        	6           
2292        	1466        	6           
2292        	1758        	2           
2292        	1001        	2           
2292        	2325        	3           
2292        	2781        	5           
2292        	18          	2           
2292        	3436        	2           
2292        	2852        	4           
2292        	2439        	2           
2292        	3001        	6           
2292        	1144        	6           
2292        	1115        	6           
2101        	597         	3           
2101        	2971        	2           
2101        	1199        	2           
2101        	37          	3           
2101        	3468        	3           
2101        	1115        	2           
1905        	1754        	2           
1905        	1006        	2           
1905        	1505        	5           
1905        	1941        	3           
1905        	3452        	3           
1905        	200         	6           
1905        	2216        	2           
1905        	2651        	3           
1905        	3189        	6           
1905        	1191        	2           
1905        	1816        	2           
1905        	74          	3           
1905        	3566        	3           
1905        	3137        	2           
1905        	1466        	6           
1905        	1758        	3           
1905        	2644        	4           
1905        	72          	2           
1905        	2982        	3           
1905        	3257        	2           
1905        	2781        	5           
1905        	2946        	2           
1905        	1851        	6           
1905        	2189        	3           
1905        	2292        	6           
1905        	3001        	6           
1905        	1144        	6           
1905        	1115        	6           
200         	2558        	2           
200         	2971        	2           
200         	3001        	6           
200         	3217        	3           
200         	176         	4           
200         	2309        	4           
200         	1505        	5           
200         	3189        	6           
200         	1816        	2           
200         	359         	2           
200         	2087        	2           
200         	1466        	6           
200         	1758        	2           
200         	1144        	6           
200         	2946        	2           
200         	2852        	4           
200         	1905        	6           
200         	1851        	6           
200         	2292        	7           
200         	1115        	6           
2794        	3216        	2           
2794        	1876        	3           
2794        	3049        	3           
2794        	3092        	3           
2794        	3318        	3           
2794        	193         	2           
2794        	3467        	2           
2794        	3425        	3           
2794        	1115        	2           
3232        	3205        	2           
3232        	1674        	2           
3492        	1043        	2           
2586        	53          	2           
2586        	2989        	2           
2586        	1565        	2           
2586        	173         	2           
2586        	1996        	2           
2586        	1043        	2           
1464        	2548        	2           
1460        	1878        	2           
1460        	2548        	2           
329         	2280        	2           
329         	1001        	2           
329         	3301        	2           
329         	1161        	2           
329         	1371        	2           
329         	2933        	2           
329         	111         	2           
329         	2114        	2           
329         	2181        	2           
329         	2548        	2           
2410        	2022        	2           
2410        	2932        	2           
2410        	2548        	2           
3306        	1704        	2           
3306        	2255        	2           
3306        	637         	2           
3306        	2548        	2           
1255        	1754        	2           
1255        	2548        	2           
1297        	856         	2           
1297        	2076        	2           
1297        	719         	2           
1297        	2898        	2           
1297        	2398        	2           
1297        	2563        	4           
1297        	1381        	2           
1297        	372         	2           
1297        	993         	2           
1297        	1758        	3           
1297        	2982        	4           
1297        	2265        	2           
1297        	1001        	4           
1297        	2538        	3           
1297        	193         	2           
1297        	3525        	4           
1297        	3307        	2           
1297        	872         	2           
1297        	707         	2           
1297        	2548        	4           
2386        	3125        	2           
2386        	2313        	2           
2386        	1101        	2           
2386        	1475        	2           
2386        	2548        	2           
1802        	3301        	2           
1802        	2548        	2           
3410        	1092        	4           
3410        	232         	4           
3410        	3541        	4           
3410        	2557        	4           
3410        	1466        	4           
3410        	3653        	4           
3410        	619         	4           
3410        	2424        	4           
3541        	3538        	4           
3541        	1092        	5           
3541        	2399        	2           
3541        	232         	5           
3541        	134         	3           
3541        	1199        	3           
3541        	1466        	5           
3541        	159         	2           
3541        	72          	2           
3541        	1347        	2           
3541        	1996        	5           
3541        	2580        	2           
3541        	2325        	3           
3541        	2424        	5           
3541        	18          	2           
3541        	2495        	2           
3541        	1848        	2           
3541        	3490        	2           
3541        	2852        	5           
3541        	2622        	3           
3541        	3410        	4           
752         	1876        	2           
752         	1732        	2           
1291        	1655        	2           
1291        	3085        	2           
1291        	74          	3           
1291        	527         	2           
1291        	2114        	2           
1291        	2039        	2           
1291        	864         	3           
1291        	565         	2           
565         	2110        	2           
565         	799         	2           
565         	1291        	2           
2039        	3297        	2           
2039        	1291        	2           
2114        	3294        	2           
2114        	507         	2           
2114        	2675        	2           
2114        	908         	2           
2114        	2187        	2           
2114        	1118        	3           
2114        	329         	2           
2114        	1001        	4           
2114        	193         	3           
2114        	3525        	2           
2114        	428         	2           
2114        	1291        	2           
3085        	1758        	2           
3085        	2861        	2           
3085        	2470        	2           
3085        	3150        	2           
3085        	2325        	2           
3085        	9           	2           
3085        	1291        	2           
1655        	2989        	2           
1655        	1291        	2           
2025        	2150        	3           
2025        	3365        	3           
2025        	3172        	2           
2025        	1475        	2           
2025        	818         	2           
872         	251         	3           
872         	2313        	3           
872         	1297        	2           
872         	594         	2           
872         	1313        	2           
3607        	1313        	2           
1241        	1313        	2           
3021        	1800        	2           
3021        	1133        	2           
673         	1759        	2           
673         	1349        	2           
673         	3526        	2           
673         	947         	2           
673         	2535        	2           
673         	1556        	3           
673         	2571        	2           
673         	1442        	2           
673         	2168        	2           
673         	2288        	3           
673         	1926        	2           
673         	2727        	2           
673         	68          	2           
673         	3640        	2           
673         	2906        	2           
673         	1699        	2           
673         	1888        	2           
673         	2512        	2           
2180        	2512        	2           
3018        	2314        	2           
3018        	180         	2           
3018        	1492        	2           
3018        	252         	2           
3018        	1961        	2           
3105        	2389        	2           
3105        	421         	2           
3105        	3137        	2           
3105        	338         	2           
3105        	2774        	2           
